image_name,gt_class,pred_class_argmax,pred_class_raw,pred_conf,iou
dangerous_train_004288.jpg,knife,background,knife,0.27431634068489075,0.7549673561503123
dangerous_train_004326.jpg,knife,background,knife,0.02749129943549633,0.5533210754346485
dangerous_train_004334.jpg,knife,background,baseball_bat,0.15984319150447845,0.9240693395769849
dangerous_train_004347.jpg,knife,background,knife,0.013614123687148094,0.7217235073416417
dangerous_train_004363.jpg,knife,background,knife,0.18906988203525543,0.6747946090597575
dangerous_train_004425.jpg,knife,background,knife,0.21101658046245575,0.807620892134383
dangerous_train_004432.jpg,knife,background,knife,0.03449568897485733,0.8617850359338763
dangerous_train_004485.jpg,knife,background,knife,0.34954380989074707,0.7774480271260364
voc_train_004723.jpg,knife,background,knife,0.4369131624698639,0.8594987817427266
voc_train_004924.jpg,knife,background,knife,0.011320572346448898,0.777948570804193
voc_train_005329.jpg,knife,background,knife,0.4713934063911438,0.8092350639724094
voc_train_005415.jpg,knife,background,knife,0.03237123414874077,0.7029815881510195
voc_train_005432.jpg,knife,background,knife,0.4791640341281891,0.5916170029196267
voc_train_005753.jpg,knife,background,knife,0.20250403881072998,0.7140105547515624
voc_train_006126.jpg,knife,background,knife,0.45625314116477966,0.9336651693611278
voc_train_006203.jpg,knife,background,knife,0.07863347232341766,0.721217023992119
voc_train_006282.jpg,knife,background,knife,0.38399869203567505,0.7628989618679087
voc_train_007181.jpg,knife,background,knife,0.22158366441726685,0.8711543415716656
voc_train_007253.jpg,knife,background,knife,0.06434671580791473,0.8654476177847902
voc_train_007474.jpg,knife,background,knife,0.044565726071596146,0.8609478254849576
voc_train_007613.jpg,knife,background,knife,0.4699764549732208,0.8721954450613755
voc_train_007624.jpg,knife,background,knife,0.1313711553812027,0.8112472724100243
voc_train_007689.jpg,knife,background,knife,0.1572326123714447,0.6759463507893703
voc_train_007956.jpg,knife,background,knife,0.10395795851945877,0.7683640575996171
